Food_Item,Calories,Fat,Saturated_Fats,Monounsaturated_Fats,Polyunsaturated_Fats,Carbohydrates,Sugars,Protein,Dietary_Fiber,Cholesterol,Sodium,Water,Vitamin_A,Vitamin_B1,Vitamin_B11,Vitamin_B12,Vitamin_B2,Vitamin_B3,Vitamin_B5,Vitamin_B6,Vitamin_C,Vitamin_D,Vitamin_E,Vitamin_K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition_Density,Meal_Type
pork meat cooked,283,14.1,4.4,6.8,2.1,0.0,0.0,14.1,0.0,65.9375,0.696,79.2,0.02,0.4925,0.0,0.044,0.3,5.887499999999999,0.7,0.7,0.0,0.0,0.0,0.0,10.7,0.082,0.7,41.5,0.077,369.8,615.1,0.048,2.6,39.657,Medium
bacon roasted,43,3.3,1.1,1.5,0.4,0.1,0.0,3.0,0.0,8.8,0.034,1.0,0.0,0.037,0.05,0.007,0.081,0.015,0.9,0.051,0.09,0.0,0.002,0.039,0.097,0.9,0.096,0.1,1.6945,0.003,42.6,0.20099999999999998,0.09,6.516,Low
pork top loin roasts raw,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.696,314.0625,0.0775,0.4925,0.0,0.075,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.0,0.0,0.75,0.0,119.5375,0.9400000000000001,4.35,90.0625,0.2,425.98749999999995,809.3375,0.20099999999999998,2.9175,312.37675,High
pork blade roll raw,76,6.2,2.2,2.8,0.7,0.0,0.0,4.7,0.0,15.0,0.4,16.7,0.0,0.2,0.076,0.08,0.089,0.8,0.2,0.097,0.014,0.0,0.0,0.0,2.0,0.084,0.2,3.7,0.042,56.3,83.5,0.078,0.7,13.143,Low
pork backribs raw,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.696,314.0625,0.035,0.4925,0.0,0.028,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.0,0.0,0.75,0.0,119.5375,0.9400000000000001,4.35,90.0625,0.085,425.98749999999995,809.3375,0.20099999999999998,2.9175,312.37675,High
pork spareribs cooked,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.2,71.5,0.065,0.4925,0.022,0.016,0.4865,5.887499999999999,1.3,0.6,0.0,0.0,0.6,0.0,83.2,0.3,3.3,42.5,0.083,425.98749999999995,566.4,0.092,2.9175,191.598,High
pork stomach cooked,44,2.1,0.8,0.6,0.2,0.029,0.0,6.1,0.0,65.9375,0.035,20.0,0.0,0.08,0.09,0.067,0.05,0.4,0.2,0.038,0.0,0.0,0.087,0.0,4.2,0.048,0.3,4.2,0.015,36.5,24.1,0.077,0.8,12.779,Low
honey smoked ham cooked,67,1.3,0.6,0.9,0.2,4.0,0.0,9.9,0.0,12.1,0.5,38.5,0.0,0.2,0.013,0.091,0.097,1.3,0.1,0.1,0.3,0.0,0.0,0.0,3.3,0.039,0.2,4.4,0.096,211.2,90.8,0.099,0.5,19.0,Low
boston butt steak raw,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.3,313.8,0.051,0.4925,0.0,0.088,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.0,0.0,0.75,0.0,72.6,0.4,4.35,90.0625,0.098,425.98749999999995,809.3375,0.1,2.9175,212.848,High
pork sirloin chops cooked,140,4.5,1.5,1.8,0.8,0.0,0.0,23.3,0.0,65.6,0.001,53.9,0.075,0.075,0.188,0.0,0.07,0.2,1.9280000000000002,0.7064999999999999,0.4,0.0,0.01,0.1,0.0,0.9400000000000001,0.012,0.6,1.6945,0.073,238.6,0.20099999999999998,0.043,28.239,Medium
pork country style ribs raw,242,15.1,3.0,3.5,1.2,0.0,0.0,24.8,0.0,65.9375,0.061,87.3,0.009,0.4925,0.0,0.055,0.3,3.9,1.9280000000000002,0.7,0.0,0.0,0.3,0.0,28.2,0.023,1.1,26.9,0.072,247.0,407.0,0.048,2.9175,69.223,Medium
ham patties,205,18.3,6.6,8.413375,2.0,1.1,0.0,8.3,0.0,45.5,0.696,35.4,0.0,0.3,0.061,0.084,0.1,2.0,0.2,0.1,0.0,0.0,0.0,0.0,5.2,0.039,0.7,6.5,0.064,96.9,155.4,0.075,1.0,33.6,Medium
pork feet cooked,67,4.5,1.2,2.3,0.4,0.0,0.0,6.2,0.0,30.3,0.046,17.8,0.0,0.08,0.014,0.048,0.029,0.2,0.047,0.081,0.0,0.0,0.054,0.0,0.0,0.014,0.3,1.4,0.017,23.2,9.3,0.04,0.3,11.0,Low
ground pork cooked,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.2,165.1,0.01,0.4925,0.005,0.058,0.4865,5.887499999999999,1.6,0.7064999999999999,2.2,0.0,0.7,0.0,68.9,0.1,4.0,75.1,0.081,425.98749999999995,809.3375,0.1,2.9175,220.513,High
pork centre loin chops cooked,328,17.4,5.5,6.6,2.1,0.0,0.0,32.05,0.0,65.9375,0.065,97.8,0.0775,0.021,0.188,0.0,0.059,0.4,1.9280000000000002,0.7064999999999999,1.1,0.0,0.089,0.165,0.0,0.9400000000000001,0.1,1.2,1.6945,0.005,345.4,0.20099999999999998,0.07,59.0,Medium
pork leg cap steak cooked,307,8.6,2.6,3.7,1.1,0.0,0.0,32.05,0.0,65.9375,0.1,133.3,0.0,0.4925,0.071,0.068,0.4865,5.887499999999999,1.5,0.7064999999999999,0.0,0.0,0.2,0.0,13.6,0.1,1.9,44.6,0.061,425.98749999999995,710.0,0.035,2.9175,77.6,Medium
pork blade chops raw,376,15.4,5.2,6.1,2.1,0.0,0.0,32.05,0.0,65.9375,0.2,191.6,0.039,0.4925,0.0,0.055,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.0,0.0,0.5,0.0,78.9,0.2,1.9,47.3,0.059,425.98749999999995,809.3375,0.038,2.9175,152.089,High
pork tenderloin raw,579,17.8,6.0,6.8,2.8,0.0,0.0,32.05,0.0,65.9375,0.3,314.0625,0.0,0.4925,0.0,0.023,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.0,0.0,0.75,0.0,30.3,0.4,4.35,90.0625,0.098,425.98749999999995,809.3375,0.2,2.9175,157.3,High
pork sirloin chops raw,579,23.049999999999997,6.654,8.413375,3.7,0.0,0.0,32.05,0.0,65.9375,0.6,314.0625,0.023,0.4925,0.0,0.083,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.0,0.0,0.75,0.0,81.1,0.6,4.35,90.0625,0.094,425.98749999999995,809.3375,0.20099999999999998,2.9175,312.37675,High
pork leg cap steak raw,284,7.8,2.7,3.9,1.2,0.0,0.0,32.05,0.0,65.9375,0.2,173.7,0.0,0.4925,0.004,0.072,0.4865,5.887499999999999,1.9,0.7064999999999999,0.0,0.0,0.2,0.0,16.2,0.1,1.9,50.8,0.069,425.98749999999995,809.3375,0.009,2.9175,75.9,Medium
pork carcass raw,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.2,226.0,0.007,0.4925,0.002,0.096,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,1.8,0.0,0.75,0.0,86.2,0.2,3.1,59.0,0.081,425.98749999999995,809.3375,0.1,2.9175,312.37675,High
pork splean cooked,446,9.6,3.2,2.6,0.7,0.0,0.0,32.05,0.0,65.9375,0.3,199.4,0.0,0.4,0.002,0.071,0.4865,5.887499999999999,1.9280000000000002,0.2,4.0625,0.0,0.0,0.0,38.9,0.4,4.35,44.9,0.1,425.98749999999995,678.7,0.1,2.9175,234.0,High
chopped ham,50,2.9,1.0,1.4,0.4,1.2,0.0,4.6,0.0,16.5,0.3,18.3,0.0,0.2,0.008,0.006,0.035,1.1,0.0,0.01,0.0,0.0,0.087,0.0,2.0,0.049,0.2,4.5,0.0,43.4,89.3,0.098,0.5,10.9,Low
pork centre loin chops raw,338,18.0,6.0,7.1,2.4,0.0,0.0,32.05,0.0,65.9375,0.1,138.7,0.048,0.4925,0.0,0.02,0.4,5.887499999999999,1.4,0.7064999999999999,0.0,0.0,0.2,0.0,37.8,0.1,1.3,49.8,0.096,415.9,682.6,0.052,2.9175,98.301,High
pork blade chops cooked,265,14.6,4.3,5.1,1.9,1.1,0.0,32.05,0.0,65.9375,0.072,81.4,0.069,0.4925,0.0,0.068,0.3,5.887499999999999,1.5,0.7,0.0,0.0,0.3,0.0,10.5,0.1,1.2,31.4,0.076,355.0,533.2,0.085,2.9175,59.882,Medium
boston butt steak cooked,494,23.049999999999997,6.654,8.413375,3.8,0.0,0.0,32.05,0.0,65.9375,0.1,101.7,0.066,0.4925,0.0,0.064,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.0,0.0,0.2,0.0,48.1,0.2,3.2,42.6,0.063,384.8,564.3,0.04,2.9175,130.498,High
pork meat raw,179,18.6,6.2,7.9,3.7,0.0,0.0,2.6,0.0,20.4,0.021,7.0,0.0775,0.05,0.0,0.086,0.059,0.7,0.1,0.07,0.0,0.0,0.1,0.0,4.0,0.076,0.07,1.7,0.0,23.8,94.2,0.046,0.2,25.261,Low
pork top loin chops raw,287,12.8,4.5,5.5,1.6,0.0,0.0,32.05,0.0,65.9375,0.099,130.2,0.074,0.4925,0.0,0.087,0.3,5.887499999999999,1.3,0.7064999999999999,0.0,0.0,0.2,0.0,13.0,0.1,0.9,48.1,0.02,418.1,690.1,0.096,2.9,66.684,Medium
pork blade steak braised,579,23.049999999999997,6.654,8.413375,4.1435,0.087,0.0,32.05,0.0,65.9375,0.4,148.2,0.0775,0.0,0.188,0.0,0.1,0.9,1.9280000000000002,0.7064999999999999,1.2,0.0,0.032,0.165,0.0,0.9400000000000001,0.5,4.5,1.6945,0.06,599.3,0.20099999999999998,0.1,115.063,High
pork boston steaks cooked,438,23.049999999999997,6.654,8.413375,2.5,0.0,0.0,32.05,0.0,65.9375,0.1,96.8,0.06,0.4925,0.096,0.046,0.4865,5.887499999999999,1.2,0.5,0.5,0.0,0.5,0.0,60.8,0.003,2.4,35.5,0.037,354.9,550.9,0.06,2.9175,135.049,High
bacon cooked,43,3.1,1.1,1.4,0.5,0.068,0.0,3.5,0.0,10.1,0.2,1.9,0.053,0.0,0.031,0.0,0.037,0.066,1.0,0.1,0.047,0.0,0.0,0.009,0.0,0.9400000000000001,0.047,0.1,1.6945,0.071,35.4,0.20099999999999998,0.064,6.747,Low
pickled pork hocks,48,3.0,0.9,1.5,0.3,0.0,0.0,5.4,0.0,25.2,0.3,19.2,0.055,0.056,0.058,0.061,0.066,0.3,0.02,0.047,0.0,0.0,0.047,0.0,5.4,0.063,0.3,1.7,0.018,17.0,13.3,0.089,0.7,14.146,Low
pork boston roast cooked,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.2,150.6,0.061,0.4925,0.084,0.041,0.4865,5.887499999999999,1.7,0.6,1.8,0.0,0.5,0.0,73.4,0.3,3.8,47.2,0.052,425.98749999999995,809.3375,0.022,2.9175,188.948,High
canadian style bacon grilled,43,2.0,0.7,0.9,0.2,0.3,0.0,5.7,0.0,13.6,0.4,14.5,0.0,0.2,0.07,0.03,0.054,1.6,0.1,0.1,0.0,0.0,0.061,0.0,2.4,0.043,0.2,4.9,0.023,69.6,91.7,0.058,0.4,10.6,Low
ham steak,70,2.4,0.8,1.1,0.3,0.0,0.0,11.1,0.0,25.7,0.696,41.2,0.0,0.4925,0.064,0.08,0.1,2.9,0.4,0.2,4.0625,0.0,0.0,0.0,2.3,0.05,0.6,10.8,0.011,148.2,185.3,0.068,1.2,34.8,Medium
pork backfat,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,13.2,0.0,65.9375,0.064,34.9,0.032,0.4,0.072,0.035,0.2,4.5,0.5,0.2,0.5,0.0,0.0,0.0,9.1,0.094,0.8,9.1,0.082,172.4,294.8,0.063,1.7,312.37675,High
bacon baked,44,3.5,1.1,1.5,0.4,0.1,0.0,2.9,0.0,8.7,0.2,1.0,0.0,0.052,0.09,0.095,0.053,0.058,0.9,0.077,0.084,0.0,0.0,0.038,0.047,0.8,0.054,0.1,1.6945,0.078,41.0,0.20099999999999998,0.003,6.673,Low
pork arm picnic raw,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.696,314.0625,0.0775,0.4925,0.0,0.04,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.0,0.0,0.75,0.0,119.5375,0.9400000000000001,4.35,90.0625,0.3,425.98749999999995,809.3375,0.20099999999999998,2.9175,312.37675,High
salt pork raw,212,22.8,6.654,8.413375,2.7,0.0,0.0,1.4,0.0,24.3,0.696,3.1,0.0,0.054,0.011,0.049,0.01,0.5,0.078,0.048,0.0,0.0,0.0,0.0,1.7,0.053,0.1,2.0,0.073,14.7,18.7,0.056,0.3,26.0,Low
pork arm picnic cooked,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.696,314.0625,0.007,0.4925,0.1,0.086,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.0,0.0,0.75,0.0,119.5375,0.9400000000000001,4.35,90.0625,0.5,425.98749999999995,809.3375,0.20099999999999998,2.9175,312.37675,High
pork top loin chops cooked,270,11.2,4.3,4.9,1.7,0.0,0.0,32.05,0.0,65.9375,0.064,84.3,0.062,0.02,0.188,0.0,0.067,0.3,1.9280000000000002,0.7064999999999999,0.7,0.0,0.043,0.165,0.0,0.9400000000000001,0.1,1.2,1.6945,0.052,298.4,0.20099999999999998,0.079,51.481,Medium
ground pork raw,329,23.049999999999997,6.654,8.413375,2.4,0.0,0.0,21.1,0.0,65.9375,0.033,76.3,0.034,0.4925,0.055,0.005,0.3,5.4,0.8,0.5,0.9,0.0,0.0,0.0,17.5,0.08,1.1,23.8,0.083,218.8,358.8,0.039,2.8,67.15,Medium
pork shoulder raw,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.3,290.4,0.0775,0.4925,0.077,0.034,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,3.2,0.0,0.75,0.0,68.0,0.4,4.35,81.6,0.083,425.98749999999995,809.3375,0.1,2.9175,235.572,High
pork chitterlings cooked,66,5.8,2.7,2.0,0.3,0.0,0.0,3.5,0.0,65.9375,0.078,19.2,0.0,0.0,0.099,0.024,0.056,0.093,0.065,0.059,0.0,0.0,0.0,0.083,0.0,0.9400000000000001,0.056,0.4,1.6945,0.033,18.7,0.20099999999999998,0.07,9.329,Low
pork breakfast strips cooked,52,4.1,1.4,1.9,0.6,0.1,0.0,3.3,0.0,11.9,0.2,3.0,0.0,0.039,0.02,0.02,0.073,0.9,0.1,0.068,0.0,0.0,0.057,0.0,1.6,0.054,0.2,2.9,0.085,29.9,52.7,0.061,0.4,9.3,Low
pork blade roll roasted,579,23.049999999999997,6.654,8.413375,4.1435,1.4,0.0,32.05,0.0,65.9375,0.696,211.2,0.0,0.4925,0.032,0.007,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,4.0625,0.0,0.0,0.0,26.3,0.3,3.3,48.9,0.098,425.98749999999995,729.4,0.1,2.9175,196.3,High
pork tail cooked,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.093,128.4,0.0,0.2,0.002,0.061,0.2,3.1,1.2,0.7,0.0,0.0,0.0,0.0,38.5,0.2,2.2,19.3,0.087,129.3,431.8,0.087,2.9175,186.0,High
pork centre rib roasts raw,275,9.7,3.3,4.0,1.1,0.0,0.0,32.05,0.0,65.9375,0.1,146.2,0.0,0.4925,0.0,0.094,0.4,5.887499999999999,1.5,0.7064999999999999,0.0,0.0,0.3,0.0,48.5,0.1,1.2,50.5,0.053,425.98749999999995,725.2,0.05,2.9175,103.4,High
pork centre rib roasts roasted,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.696,314.0625,0.0775,0.041,0.188,0.0,0.018,2.3,1.9280000000000002,0.7064999999999999,3.8,0.0,0.094,0.165,0.0,0.9400000000000001,0.7,7.5,1.6945,0.063,809.3375,0.20099999999999998,0.3,312.37675,High
minced ham,55,4.3,1.5,2.0,0.5,0.4,0.0,3.4,0.0,14.7,0.3,12.0,0.0,0.1,0.094,0.059,0.073,0.9,0.094,0.081,0.0,0.0,0.012,0.0,2.1,0.029,0.2,3.4,0.074,33.0,65.3,0.048,0.4,10.4,Low
ham roasted,316,21.3,6.654,8.413375,2.5,0.6,0.0,28.7,0.0,65.9375,0.696,85.3,0.0,0.4925,0.033,0.054,0.4,5.887499999999999,1.0,0.4,4.0625,0.0,0.0,0.0,11.2,0.2,1.9,23.8,0.084,340.2,499.8,0.053,2.9175,83.3,Medium
pork loin raw,232,14.7,5.1,6.6,1.6,0.0,0.0,23.1,0.0,65.9375,0.003,78.3,0.049,0.4925,0.013,0.019,0.3,5.4,0.8,0.6,0.7,0.0,0.2,0.0,21.1,0.037,0.9,24.6,0.066,230.5,416.5,0.013,2.0,60.563,Medium
pork backribs roasted,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.696,314.0625,0.0775,0.023,0.188,0.0,0.08,2.9,1.9280000000000002,0.7064999999999999,3.6,0.0,0.068,0.165,0.0,0.9400000000000001,0.9,8.1,1.6945,0.065,809.3375,0.20099999999999998,0.3,312.37675,High
pork belly raw,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.1,166.7,0.0775,0.4925,0.088,0.075,0.4865,5.887499999999999,1.2,0.6,1.4,0.0,0.75,0.0,22.7,0.2,2.4,18.1,0.01,425.98749999999995,809.3375,0.085,2.9175,309.486,High
ham raw,266,18.2,6.0,8.413375,2.1,0.046,0.0,23.8,0.0,54.6,0.696,93.2,0.0,0.4925,0.021,0.034,0.3,4.5,0.6,0.7,0.0,0.0,0.3,0.0,8.4,0.075,1.2,19.6,0.063,245.0,442.4,0.065,2.3,51.697,Medium
ham extra lean,45,2.3,0.8,1.1,0.3,0.6,0.0,5.1,0.0,14.8,0.4,18.7,0.0,0.2,0.022,0.097,0.028,1.4,0.1,0.1,0.0,0.0,0.04,0.0,2.0,0.075,0.3,5.0,0.049,66.1,83.2,0.041,0.6,10.3,Low
pork feet pickled,579,23.049999999999997,6.654,8.413375,3.6,0.029,0.0,32.05,0.0,65.9375,0.696,314.0625,0.0775,0.031,0.061,0.003,0.085,1.0,1.2,0.058,0.0,0.0,0.75,0.0,119.5375,0.2,1.4,49.9,0.049,394.6,59.0,0.003,0.9,245.019,High
pork shoulder cooked,394,23.049999999999997,6.654,8.413375,2.8,0.0,0.0,31.4,0.0,65.9375,0.001,74.0,0.004,0.4925,0.065,0.007,0.4,5.4,0.8,0.4,0.7,0.0,0.3,0.0,32.4,0.2,1.8,24.3,0.084,286.2,444.2,0.026,2.9175,95.226,Medium
pork top loin roasts roasted,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.4,314.0625,0.0775,0.011,0.188,0.0,0.051,2.0,1.9280000000000002,0.7064999999999999,4.0625,0.0,0.017,0.165,0.0,0.9400000000000001,0.7,5.4,1.6945,0.052,809.3375,0.20099999999999998,0.3,306.4,High
pork skin,154,8.9,3.2,4.2,1.0,0.0,0.0,17.3,0.0,26.9,0.5,0.5,0.037,0.009,0.0,0.036,0.034,0.4,0.1,0.096,0.1,0.0,0.1,0.0,8.5,0.033,0.2,3.1,0.066,24.1,35.9,0.062,0.2,35.03,Medium
pork country style ribs cooked,235,15.2,5.4,6.6,1.8,0.0,0.0,22.8,0.0,65.9375,0.049,46.4,0.0775,0.4,0.0,0.016,0.2,4.8,1.2,0.4,0.0,0.0,0.1,0.0,29.2,0.072,1.2,19.8,0.025,173.7,247.7,0.026,2.9175,68.402,Medium
pork blade steak raw,579,23.049999999999997,6.654,8.413375,4.1435,0.6,0.0,32.05,0.0,65.9375,0.6,276.5,0.0,0.4925,0.0,0.01,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.0,0.0,0.75,0.0,59.0,0.5,3.8,70.7,0.0,425.98749999999995,809.3375,0.1,2.9175,174.7,High
pork tenderloin cooked,153,6.2,2.2,2.5,0.6,0.0,0.0,22.7,0.0,65.9375,0.091,46.4,0.017,0.4925,0.051,0.014,0.3,3.8,0.7,0.4,0.8,0.0,0.0,0.0,3.8,0.045,1.1,26.6,0.072,220.4,337.4,0.082,2.2,34.679,Medium
pork loin cooked,213,12.1,4.5,5.4,1.0,0.0,0.0,24.2,0.0,65.9375,0.077,51.9,0.008,0.4925,0.066,0.024,0.2,3.9,0.6,0.3,0.5,0.0,0.2,0.0,18.7,0.006,1.0,16.9,0.033,161.1,332.9,0.02,2.1,56.575,Medium
pork ears cooked,184,12.0,4.3,5.5,1.3,0.2,0.0,17.7,0.0,65.9375,0.2,80.6,0.0,0.004,0.0,0.0,0.07,0.6,0.051,0.066,0.0,0.0,0.0,0.0,20.0,0.086,1.7,7.8,0.086,26.6,44.4,0.044,0.2,51.6,Medium
pork tongue cooked,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.3,131.4,0.0,0.4925,0.019,0.077,0.4865,5.887499999999999,1.2,0.5,3.9,0.0,0.0,0.0,43.9,0.3,4.35,46.2,0.054,401.9,547.5,0.04,2.9175,158.0,High
pork spareribs raw,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.696,314.0625,0.0,0.4925,0.0,0.055,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.0,0.0,0.75,0.0,119.5375,0.9400000000000001,4.35,90.0625,0.1,425.98749999999995,809.3375,0.20099999999999998,2.9175,312.37675,High
ham patties grilled,205,18.5,6.654,8.413375,2.0,1.0,0.0,8.0,0.0,43.2,0.6,30.8,0.0,0.2,0.034,0.046,0.1,1.9,0.2,0.085,0.0,0.0,0.3,0.0,5.4,0.043,1.0,6.0,0.045,60.6,146.4,0.028,1.1,33.9,Medium
chicken skin roasted,508,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,22.8,0.0,65.9375,0.028,45.1,0.0775,0.021,0.08,0.099,0.1,5.887499999999999,0.8,0.1,0.0,0.0,0.4,0.032,15.7,0.034,1.7,16.8,0.083,140.0,152.3,0.2,1.4,85.844,Medium
turkey breast raw,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.696,314.0625,0.015,0.4925,0.188,0.004,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.0,0.0,0.0,0.0,119.5375,0.9400000000000001,4.35,90.0625,0.4,425.98749999999995,809.3375,0.20099999999999998,2.9175,312.37675,High
ground turkey raw,169,8.7,2.3,3.0,2.5,0.0,0.0,22.4,0.0,65.9375,0.047,82.5,0.041,0.037,0.073,0.08,0.2,5.887499999999999,1.1,0.6,0.0,0.0,0.1,0.0,21.7,0.1,1.2,26.2,0.096,228.0,270.2,0.025,2.7,54.095,Medium
chicken wing cooked,52,3.5,1.0,1.4,0.8,0.0,0.0,4.8,0.0,14.7,0.086,13.1,0.041,0.036,0.071,0.092,0.097,1.0,0.1,0.086,0.0,0.0,0.052,0.092,2.5,0.095,0.2,3.4,0.041,25.4,29.2,0.092,0.3,11.058,Low
turkey roast roasted,209,7.8,2.6,1.6,2.2,4.1,0.0,28.8,0.0,65.9375,0.696,91.6,0.0,0.058,0.054,0.079,0.2,5.887499999999999,1.1,0.4,0.0,0.0,0.5,0.09,6.8,0.037,2.2,29.7,0.066,329.4,402.3,0.081,2.9175,49.7,Medium
pheasant meat raw,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.3,314.0625,0.0775,0.4925,0.064,0.015,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,4.0625,0.0,0.0,0.0,96.0,0.5,4.35,90.0625,0.1,425.98749999999995,809.3375,0.1,2.9175,312.37675,High
chicken back raw,188,17.0,4.9,7.2,3.6,0.0,0.0,8.3,0.0,46.6,0.043,34.3,0.0775,0.022,0.084,0.026,0.063,2.9,0.5,0.1,0.9,0.0,0.2,0.03,7.7,0.066,0.6,8.9,0.024,66.7,85.0,0.009,0.7,34.564,Medium
chicken back cooked,93,6.5,1.8,2.6,1.4,0.0,0.0,8.0,0.0,28.1,0.091,21.9,0.005,0.026,0.035,0.052,0.035,1.6,0.3,0.048,0.0,0.0,0.074,0.051,6.5,0.052,0.4,5.8,0.016,43.2,52.2,0.055,0.7,21.425,Low
chicken leg fried,431,23.049999999999997,6.654,8.413375,4.1435,13.8,0.0,32.05,0.5,65.9375,0.4,82.3,0.07,0.2,0.089,0.056,0.3,5.887499999999999,1.6,0.4,0.0,0.0,0.0,0.0,28.4,0.1,2.2,31.6,0.043,240.2,298.6,0.041,2.9175,104.858,High
chicken feet cooked,579,23.049999999999997,6.654,8.413375,4.1435,0.9,0.0,32.05,0.0,65.9375,0.3,298.5,0.0775,0.3,0.188,0.011,0.4865,1.8,0.0,0.052,0.0,0.0,0.75,0.036,119.5375,0.5,4.1,22.7,0.0,376.5,140.6,0.033,2.9175,312.37675,High
turkey steak fried,179,10.8,2.8,4.4,2.8,10.9,0.0,9.1,0.0,41.0,0.5,31.6,0.0775,0.075,0.071,0.088,0.1,1.3,0.3,0.1,0.0,0.0,0.0,0.0,9.0,0.01,1.4,9.6,0.028,149.8,166.4,0.013,0.9,41.229,Medium
turkey taco meat cooked,271,13.9,3.2,4.7,3.9,5.5,0.0,30.7,0.0,65.9375,0.696,128.1,0.0,0.1,0.051,0.062,0.4865,5.5,1.1,0.5,0.0,0.0,0.5,0.089,119.5375,0.072,3.3,49.4,0.3,329.4,543.5,0.067,2.9175,179.7,High
chicken leg raw,579,23.049999999999997,6.654,8.413375,4.1435,0.6,0.0,32.05,0.0,65.9375,0.3,231.5,0.018,0.3,0.053,0.096,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,0.7,0.0,0.75,0.096,31.0,0.2,2.4,65.4,0.088,425.98749999999995,698.3,0.091,2.9175,145.973,High
chicken meat raw,579,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,32.05,0.0,65.9375,0.6,314.0625,0.0775,0.4925,0.039,0.069,0.4865,5.887499999999999,1.9280000000000002,0.7064999999999999,4.0625,0.0,0.75,0.054,101.2,0.4,4.35,90.0625,0.2,425.98749999999995,809.3375,0.1,2.9175,312.37675,High
chicken neck cooked,94,6.9,1.9,2.7,1.5,0.0,0.0,7.5,0.0,26.6,0.085,23.5,0.065,0.05,0.078,0.079,0.035,1.3,0.2,0.033,0.0,0.0,0.1,0.032,10.3,0.065,0.9,4.9,0.095,46.4,41.0,0.054,1.0,25.616,Low
chicken drumstick fried,193,11.3,3.0,4.6,2.7,6.0,0.0,15.8,0.2,61.9,0.2,38.0,0.028,0.049,0.065,0.061,0.2,3.7,1.2,0.2,0.0,0.0,0.0,0.0,12.2,0.063,1.0,14.4,0.004,105.8,133.9,0.018,1.7,46.519,Medium
quail egg,14,1.0,0.3,0.4,0.1,0.08,0.048,1.2,0.0,65.9375,0.042,6.7,0.0775,0.014,0.089,0.039,0.001,0.076,0.2,0.016,0.0,0.0,0.03,0.01,5.8,0.078,0.3,1.2,0.061,20.3,11.9,0.091,0.1,8.343,Low
duck meat cooked,472,23.049999999999997,6.654,8.413375,4.1435,0.0,0.0,26.6,0.0,65.9375,0.041,72.6,0.008,0.2,0.073,0.098,0.4,5.887499999999999,1.5,0.3,0.0,0.0,0.75,0.047,15.4,0.3,3.8,22.4,0.071,218.4,285.6,0.092,2.6,85.544,Medium
